============================================================
Domain:		PST
Dimensions:	12
|S|:		5451776
|A|:		27
|S|x|A|:		147197952
Episode Cap:	1000
Gamma:		0.9
NUM_UAV:		3
============================================================
Representation:		IndependentDiscretizationCompactBinary
Features per action:	52
Binary Dimensions:	[ 6  7  8  9 10 11]
============================================================
Representation:		iFDD
Features per action:	52
Initial Representation:	IndependentDiscretizationCompactBinary
Plus:			1
Sparsify:		1
Cached:			1
Online Threshold:	100.000
Batch Threshold:		100.000
Max Batch Discovery:	20
============================================================
Agent:		SARSA
Policy:		eGreedy
Alpha_0:		0.10
============================================================
Experiment:		OnlineExperiment
Output:			Results/13ICML-BatchiFDD/PST/PST-iFDD-50000-100/1-results.txt
Learning Steps:		50000
Performance Checks:	5
Log Intervals:		1(s)
106: E[0:00:01]-R[0:08:49]: Return=-82.00, Steps=35, Features = 52
4389: E[0:00:35]-R[0:06:03]: Return=-80.00, Steps=15, Features = 71
4569: E[0:00:36]-R[0:05:59]: Return=-77.00, Steps=30, Features = 72
4731: E[0:00:37]-R[0:05:55]: Return=-78.00, Steps=12, Features = 72
4910: E[0:00:38]-R[0:05:52]: Return=-89.00, Steps=36, Features = 72
5078: E[0:00:39]-R[0:05:48]: Return=-14.00, Steps=22, Features = 72
5273: E[0:00:41]-R[0:05:45]: Return=-134.00, Steps=72, Features = 73
5508: E[0:00:42]-R[0:05:40]: Return=-148.00, Steps=182, Features = 73
5666: E[0:00:43]-R[0:05:38]: Return=-62.00, Steps=15, Features = 74
5878: E[0:00:45]-R[0:05:34]: Return=-138.00, Steps=66, Features = 74
6057: E[0:00:46]-R[0:05:32]: Return=-98.00, Steps=43, Features = 74
6229: E[0:00:47]-R[0:05:30]: Return=-114.00, Steps=56, Features = 74
6357: E[0:00:48]-R[0:05:30]: Return=4.00, Steps=10, Features = 74
6486: E[0:00:49]-R[0:05:29]: Return=7.00, Steps=10, Features = 75
6628: E[0:00:50]-R[0:05:28]: Return=-136.00, Steps=58, Features = 75
6796: E[0:00:52]-R[0:05:28]: Return=-111.00, Steps=74, Features = 75
6935: E[0:00:53]-R[0:05:27]: Return=-80.00, Steps=15, Features = 75
7035: E[0:00:54]-R[0:05:29]: Return=-79.00, Steps=54, Features = 75
7219: E[0:00:55]-R[0:05:26]: Return=-98.00, Steps=47, Features = 76
7343: E[0:00:56]-R[0:05:26]: Return=-23.00, Steps=25, Features = 76
7503: E[0:00:57]-R[0:05:24]: Return=-74.00, Steps=11, Features = 76
7646: E[0:00:58]-R[0:05:23]: Return=-117.00, Steps=44, Features = 76
7786: E[0:00:59]-R[0:05:22]: Return=-89.00, Steps=17, Features = 76
7926: E[0:01:00]-R[0:05:21]: Return=-74.00, Steps=64, Features = 77
8064: E[0:01:01]-R[0:05:20]: Return=-60.00, Steps=13, Features = 77
8219: E[0:01:03]-R[0:05:18]: Return=-72.00, Steps=33, Features = 78
8335: E[0:01:04]-R[0:05:19]: Return=-73.00, Steps=11, Features = 78
8414: E[0:01:05]-R[0:05:20]: Return=-114.00, Steps=38, Features = 78
8520: E[0:01:06]-R[0:05:21]: Return=-75.00, Steps=10, Features = 79
8600: E[0:01:07]-R[0:05:22]: Return=-71.00, Steps=10, Features = 79
8754: E[0:01:08]-R[0:05:21]: Return=-59.00, Steps=39, Features = 79
8868: E[0:01:09]-R[0:05:21]: Return=-76.00, Steps=10, Features = 79
8989: E[0:01:10]-R[0:05:21]: Return=-77.00, Steps=12, Features = 79
9098: E[0:01:11]-R[0:05:21]: Return=-113.00, Steps=39, Features = 79
9255: E[0:01:12]-R[0:05:19]: Return=-67.00, Steps=10, Features = 80
9385: E[0:01:14]-R[0:05:19]: Return=-80.00, Steps=16, Features = 80
9529: E[0:01:15]-R[0:05:18]: Return=-49.00, Steps=67, Features = 80
9651: E[0:01:16]-R[0:05:17]: Return=-96.00, Steps=28, Features = 80
9759: E[0:01:17]-R[0:05:18]: Return=-72.00, Steps=13, Features = 80
9871: E[0:01:18]-R[0:05:18]: Return=-74.00, Steps=15, Features = 80
10000 >>> E[0:01:19]-R[0:05:17]: Return=-127.00, Steps=41, Features = 80
10171: E[0:01:20]-R[0:05:15]: Return=-92.00, Steps=19, Features = 80
10336: E[0:01:21]-R[0:05:12]: Return=-86.00, Steps=19, Features = 80
10523: E[0:01:23]-R[0:05:10]: Return=-196.00, Steps=76, Features = 80
10649: E[0:01:24]-R[0:05:10]: Return=-99.00, Steps=26, Features = 80
10757: E[0:01:25]-R[0:05:09]: Return=-36.00, Steps=10, Features = 80
10885: E[0:01:26]-R[0:05:09]: Return=24.00, Steps=10, Features = 80
11057: E[0:01:27]-R[0:05:07]: Return=-92.00, Steps=48, Features = 80
11221: E[0:01:28]-R[0:05:05]: Return=-68.00, Steps=10, Features = 80
11341: E[0:01:29]-R[0:05:04]: Return=-91.00, Steps=24, Features = 80
11467: E[0:01:30]-R[0:05:03]: Return=-76.00, Steps=12, Features = 80
11660: E[0:01:31]-R[0:05:01]: Return=-106.00, Steps=36, Features = 80
11832: E[0:01:33]-R[0:04:59]: Return=-70.00, Steps=31, Features = 80
11999: E[0:01:34]-R[0:04:57]: Return=-70.00, Steps=18, Features = 80
12134: E[0:01:35]-R[0:04:56]: Return=-81.00, Steps=36, Features = 80
12243: E[0:01:36]-R[0:04:56]: Return=-77.00, Steps=12, Features = 80
12321: E[0:01:37]-R[0:04:57]: Return=-73.00, Steps=15, Features = 80
12482: E[0:01:38]-R[0:04:55]: Return=-80.00, Steps=15, Features = 82
12607: E[0:01:39]-R[0:04:55]: Return=-72.00, Steps=28, Features = 82
12707: E[0:01:41]-R[0:04:55]: Return=-70.00, Steps=11, Features = 82
12824: E[0:01:42]-R[0:04:54]: Return=-105.00, Steps=31, Features = 82
12977: E[0:01:43]-R[0:04:53]: Return=-52.00, Steps=10, Features = 83
13134: E[0:01:44]-R[0:04:51]: Return=-85.00, Steps=18, Features = 83
13309: E[0:01:45]-R[0:04:49]: Return=-66.00, Steps=71, Features = 83
13394: E[0:01:46]-R[0:04:49]: Return=-77.00, Steps=10, Features = 84
13521: E[0:01:47]-R[0:04:49]: Return=-137.00, Steps=75, Features = 84
13638: E[0:01:48]-R[0:04:48]: Return=-81.00, Steps=17, Features = 84
13741: E[0:01:49]-R[0:04:48]: Return=-81.00, Steps=16, Features = 84
13868: E[0:01:50]-R[0:04:47]: Return=-128.00, Steps=45, Features = 84
14028: E[0:01:51]-R[0:04:45]: Return=-94.00, Steps=33, Features = 84
14143: E[0:01:52]-R[0:04:45]: Return=-115.00, Steps=45, Features = 84
14321: E[0:01:54]-R[0:04:44]: Return=-142.00, Steps=91, Features = 84
14397: E[0:01:55]-R[0:04:44]: Return=-70.00, Steps=10, Features = 84
14509: E[0:01:56]-R[0:04:44]: Return=-52.00, Steps=10, Features = 84
14691: E[0:01:57]-R[0:04:42]: Return=-89.00, Steps=30, Features = 84
14835: E[0:01:58]-R[0:04:40]: Return=-59.00, Steps=12, Features = 86
14984: E[0:02:00]-R[0:04:40]: Return=-170.00, Steps=68, Features = 86
15070: E[0:02:01]-R[0:04:40]: Return=-37.00, Steps=13, Features = 87
15232: E[0:02:02]-R[0:04:38]: Return=-35.00, Steps=21, Features = 87
15400: E[0:02:03]-R[0:04:37]: Return=-98.00, Steps=32, Features = 87
15554: E[0:02:04]-R[0:04:35]: Return=-61.00, Steps=28, Features = 87
15659: E[0:02:05]-R[0:04:35]: Return=-135.00, Steps=59, Features = 87
15800: E[0:02:07]-R[0:04:34]: Return=-49.00, Steps=34, Features = 87
15920: E[0:02:08]-R[0:04:34]: Return=-146.00, Steps=92, Features = 87
16052: E[0:02:09]-R[0:04:33]: Return=-84.00, Steps=24, Features = 88
16131: E[0:02:10]-R[0:04:33]: Return=-71.00, Steps=12, Features = 88
16266: E[0:02:11]-R[0:04:32]: Return=-111.00, Steps=80, Features = 88
16383: E[0:02:12]-R[0:04:32]: Return=-118.00, Steps=60, Features = 88
16542: E[0:02:14]-R[0:04:30]: Return=-80.00, Steps=27, Features = 88
16639: E[0:02:15]-R[0:04:30]: Return=-44.00, Steps=36, Features = 88
16757: E[0:02:16]-R[0:04:29]: Return=-40.00, Steps=14, Features = 88
16841: E[0:02:17]-R[0:04:29]: Return=-64.00, Steps=24, Features = 88
16965: E[0:02:18]-R[0:04:28]: Return=-75.00, Steps=24, Features = 88
17099: E[0:02:19]-R[0:04:27]: Return=-51.00, Steps=20, Features = 88
17247: E[0:02:20]-R[0:04:26]: Return=-86.00, Steps=83, Features = 88
17375: E[0:02:21]-R[0:04:25]: Return=-99.00, Steps=42, Features = 88
17512: E[0:02:22]-R[0:04:24]: Return=-87.00, Steps=19, Features = 88
17667: E[0:02:24]-R[0:04:23]: Return=-145.00, Steps=60, Features = 88
17818: E[0:02:25]-R[0:04:21]: Return=-97.00, Steps=30, Features = 88
17945: E[0:02:26]-R[0:04:21]: Return=-88.00, Steps=16, Features = 88
18070: E[0:02:27]-R[0:04:20]: Return=-20.00, Steps=14, Features = 88
18146: E[0:02:28]-R[0:04:20]: Return=-78.00, Steps=13, Features = 88
18282: E[0:02:29]-R[0:04:19]: Return=22.00, Steps=42, Features = 88
18448: E[0:02:31]-R[0:04:17]: Return=-45.00, Steps=43, Features = 88
18602: E[0:02:32]-R[0:04:16]: Return=-69.00, Steps=31, Features = 88
18775: E[0:02:33]-R[0:04:14]: Return=-73.00, Steps=21, Features = 88
18933: E[0:02:34]-R[0:04:13]: Return=-75.00, Steps=34, Features = 88
19065: E[0:02:35]-R[0:04:12]: Return=-61.00, Steps=16, Features = 89
19156: E[0:02:36]-R[0:04:11]: Return=-78.00, Steps=33, Features = 89
19297: E[0:02:37]-R[0:04:10]: Return=-63.00, Steps=31, Features = 89
19375: E[0:02:38]-R[0:04:10]: Return=-21.00, Steps=45, Features = 89
19465: E[0:02:39]-R[0:04:10]: Return=-92.00, Steps=42, Features = 89
19635: E[0:02:40]-R[0:04:08]: Return=-113.00, Steps=37, Features = 89
19792: E[0:02:41]-R[0:04:06]: Return=-36.00, Steps=10, Features = 89
19956: E[0:02:43]-R[0:04:05]: Return=-85.00, Steps=21, Features = 89
20000 >>> E[0:02:43]-R[0:04:04]: Return=-72.00, Steps=10, Features = 89
20123: E[0:02:44]-R[0:04:04]: Return=-152.00, Steps=69, Features = 89
20240: E[0:02:45]-R[0:04:03]: Return=-93.00, Steps=20, Features = 89
20366: E[0:02:46]-R[0:04:02]: Return=-89.00, Steps=18, Features = 89
20494: E[0:02:48]-R[0:04:01]: Return=-142.00, Steps=55, Features = 89
20657: E[0:02:49]-R[0:04:00]: Return=-131.00, Steps=40, Features = 89
20820: E[0:02:50]-R[0:03:58]: Return=-122.00, Steps=45, Features = 89
20979: E[0:02:51]-R[0:03:56]: Return=-53.00, Steps=10, Features = 89
21144: E[0:02:52]-R[0:03:55]: Return=-31.00, Steps=20, Features = 89
21305: E[0:02:53]-R[0:03:53]: Return=-87.00, Steps=21, Features = 89
21435: E[0:02:54]-R[0:03:52]: Return=-86.00, Steps=17, Features = 89
21610: E[0:02:55]-R[0:03:50]: Return=-168.00, Steps=122, Features = 89
21749: E[0:02:56]-R[0:03:49]: Return=-129.00, Steps=68, Features = 89
21859: E[0:02:58]-R[0:03:49]: Return=-79.00, Steps=19, Features = 89
21980: E[0:02:59]-R[0:03:48]: Return=-72.00, Steps=13, Features = 89
22141: E[0:03:00]-R[0:03:47]: Return=-149.00, Steps=80, Features = 89
22282: E[0:03:01]-R[0:03:45]: Return=-85.00, Steps=17, Features = 89
22426: E[0:03:02]-R[0:03:44]: Return=-42.00, Steps=67, Features = 89
22528: E[0:03:03]-R[0:03:44]: Return=-73.00, Steps=10, Features = 90
22660: E[0:03:05]-R[0:03:43]: Return=-80.00, Steps=60, Features = 90
22825: E[0:03:06]-R[0:03:41]: Return=-60.00, Steps=14, Features = 91
22987: E[0:03:07]-R[0:03:40]: Return=-131.00, Steps=51, Features = 91
23134: E[0:03:08]-R[0:03:38]: Return=-60.00, Steps=41, Features = 91
23301: E[0:03:09]-R[0:03:37]: Return=-24.00, Steps=14, Features = 91
23436: E[0:03:10]-R[0:03:36]: Return=-74.00, Steps=72, Features = 91
23567: E[0:03:11]-R[0:03:35]: Return=-100.00, Steps=22, Features = 91
23713: E[0:03:13]-R[0:03:33]: Return=-40.00, Steps=13, Features = 91
23799: E[0:03:14]-R[0:03:33]: Return=-80.00, Steps=14, Features = 91
23886: E[0:03:15]-R[0:03:33]: Return=-30.00, Steps=10, Features = 91
24059: E[0:03:16]-R[0:03:32]: Return=-102.00, Steps=67, Features = 91
24192: E[0:03:17]-R[0:03:31]: Return=-75.00, Steps=28, Features = 91
24334: E[0:03:19]-R[0:03:30]: Return=-176.00, Steps=69, Features = 92
24536: E[0:03:20]-R[0:03:28]: Return=-177.00, Steps=112, Features = 92
24686: E[0:03:22]-R[0:03:27]: Return=-32.00, Steps=73, Features = 93
24867: E[0:03:23]-R[0:03:25]: Return=-83.00, Steps=29, Features = 93
25019: E[0:03:24]-R[0:03:23]: Return=-66.00, Steps=10, Features = 93
25178: E[0:03:25]-R[0:03:22]: Return=-41.00, Steps=21, Features = 93
25336: E[0:03:26]-R[0:03:20]: Return=1.00, Steps=10, Features = 93
25508: E[0:03:27]-R[0:03:19]: Return=1.00, Steps=23, Features = 93
25771: E[0:03:29]-R[0:03:16]: Return=-181.00, Steps=116, Features = 93
25939: E[0:03:30]-R[0:03:15]: Return=34.00, Steps=17, Features = 93
26064: E[0:03:31]-R[0:03:14]: Return=-107.00, Steps=76, Features = 93
26177: E[0:03:32]-R[0:03:13]: Return=-66.00, Steps=25, Features = 93
26319: E[0:03:33]-R[0:03:12]: Return=-76.00, Steps=10, Features = 93
26456: E[0:03:34]-R[0:03:11]: Return=-91.00, Steps=19, Features = 93
26594: E[0:03:35]-R[0:03:10]: Return=-94.00, Steps=36, Features = 93
26742: E[0:03:36]-R[0:03:08]: Return=45.00, Steps=13, Features = 93
26889: E[0:03:38]-R[0:03:07]: Return=66.00, Steps=32, Features = 93
27074: E[0:03:39]-R[0:03:05]: Return=-139.00, Steps=47, Features = 94
27249: E[0:03:40]-R[0:03:04]: Return=-51.00, Steps=22, Features = 94
27407: E[0:03:41]-R[0:03:02]: Return=-56.00, Steps=13, Features = 94
27558: E[0:03:42]-R[0:03:01]: Return=-15.00, Steps=11, Features = 95
27720: E[0:03:43]-R[0:02:59]: Return=-79.00, Steps=12, Features = 96
27914: E[0:03:44]-R[0:02:57]: Return=-107.00, Steps=86, Features = 96
28111: E[0:03:46]-R[0:02:56]: Return=87.00, Steps=126, Features = 96
28294: E[0:03:47]-R[0:02:54]: Return=-16.00, Steps=51, Features = 96
28448: E[0:03:48]-R[0:02:53]: Return=-46.00, Steps=21, Features = 96
28580: E[0:03:49]-R[0:02:52]: Return=-53.00, Steps=34, Features = 96
28720: E[0:03:50]-R[0:02:51]: Return=-105.00, Steps=59, Features = 96
28878: E[0:03:51]-R[0:02:49]: Return=9.00, Steps=20, Features = 96
29043: E[0:03:52]-R[0:02:48]: Return=-45.00, Steps=39, Features = 96
29166: E[0:03:53]-R[0:02:47]: Return=-73.00, Steps=12, Features = 97
29309: E[0:03:55]-R[0:02:46]: Return=-61.00, Steps=45, Features = 97
29461: E[0:03:56]-R[0:02:44]: Return=-115.00, Steps=54, Features = 98
29574: E[0:03:57]-R[0:02:44]: Return=-77.00, Steps=19, Features = 98
29725: E[0:03:58]-R[0:02:42]: Return=-16.00, Steps=69, Features = 98
29899: E[0:03:59]-R[0:02:41]: Return=-6.00, Steps=65, Features = 98
30000 >>> E[0:04:01]-R[0:02:40]: Return=-31.00, Steps=27, Features = 98
30212: E[0:04:02]-R[0:02:39]: Return=-255.00, Steps=151, Features = 98
30383: E[0:04:04]-R[0:02:37]: Return=-122.00, Steps=79, Features = 98
30470: E[0:04:05]-R[0:02:37]: Return=-84.00, Steps=16, Features = 98
30606: E[0:04:06]-R[0:02:36]: Return=-15.00, Steps=48, Features = 98
30745: E[0:04:08]-R[0:02:35]: Return=-130.00, Steps=51, Features = 99
30847: E[0:04:09]-R[0:02:34]: Return=-92.00, Steps=21, Features = 99
30960: E[0:04:10]-R[0:02:34]: Return=-41.00, Steps=33, Features = 99
31042: E[0:04:11]-R[0:02:33]: Return=-75.00, Steps=22, Features = 99
31228: E[0:04:13]-R[0:02:32]: Return=-34.00, Steps=115, Features = 99
31385: E[0:04:14]-R[0:02:31]: Return=-56.00, Steps=72, Features = 99
31494: E[0:04:15]-R[0:02:30]: Return=-54.00, Steps=42, Features = 99
31645: E[0:04:16]-R[0:02:29]: Return=-93.00, Steps=32, Features = 99
31795: E[0:04:17]-R[0:02:27]: Return=-92.00, Steps=18, Features = 99
31981: E[0:04:19]-R[0:02:26]: Return=-72.00, Steps=43, Features = 99
32152: E[0:04:20]-R[0:02:24]: Return=-94.00, Steps=101, Features = 99
32231: E[0:04:21]-R[0:02:24]: Return=-16.00, Steps=10, Features = 99
32349: E[0:04:23]-R[0:02:23]: Return=-77.00, Steps=37, Features = 99
32461: E[0:04:24]-R[0:02:23]: Return=-20.00, Steps=48, Features = 99
32539: E[0:04:25]-R[0:02:22]: Return=-32.00, Steps=11, Features = 99
32623: E[0:04:26]-R[0:02:22]: Return=-73.00, Steps=10, Features = 99
32734: E[0:04:27]-R[0:02:21]: Return=-51.00, Steps=19, Features = 99
32835: E[0:04:28]-R[0:02:20]: Return=25.00, Steps=18, Features = 99
32950: E[0:04:29]-R[0:02:19]: Return=-71.00, Steps=10, Features = 100
33035: E[0:04:30]-R[0:02:19]: Return=-64.00, Steps=15, Features = 100
33154: E[0:04:32]-R[0:02:18]: Return=-53.00, Steps=22, Features = 100
33318: E[0:04:33]-R[0:02:17]: Return=-112.00, Steps=31, Features = 100
33479: E[0:04:34]-R[0:02:15]: Return=4.00, Steps=10, Features = 100
33636: E[0:04:35]-R[0:02:14]: Return=-71.00, Steps=18, Features = 100
33866: E[0:04:36]-R[0:02:12]: Return=-146.00, Steps=100, Features = 100
34035: E[0:04:37]-R[0:02:10]: Return=-103.00, Steps=29, Features = 100
34274: E[0:04:40]-R[0:02:08]: Return=-219.00, Steps=101, Features = 100
34432: E[0:04:41]-R[0:02:07]: Return=-19.00, Steps=11, Features = 100
34609: E[0:04:42]-R[0:02:05]: Return=-80.00, Steps=47, Features = 100
34796: E[0:04:43]-R[0:02:04]: Return=-36.00, Steps=108, Features = 100
34948: E[0:04:45]-R[0:02:03]: Return=-111.00, Steps=33, Features = 100
35088: E[0:04:46]-R[0:02:02]: Return=-99.00, Steps=53, Features = 100
35233: E[0:04:47]-R[0:02:00]: Return=-76.00, Steps=27, Features = 100
35400: E[0:04:49]-R[0:01:59]: Return=-30.00, Steps=80, Features = 100
35523: E[0:04:50]-R[0:01:58]: Return=-156.00, Steps=85, Features = 100
35643: E[0:04:51]-R[0:01:57]: Return=-62.00, Steps=25, Features = 100
35755: E[0:04:52]-R[0:01:56]: Return=-10.00, Steps=20, Features = 100
35965: E[0:04:53]-R[0:01:55]: Return=-260.00, Steps=125, Features = 100
36175: E[0:04:56]-R[0:01:53]: Return=-233.00, Steps=143, Features = 100
36270: E[0:04:57]-R[0:01:52]: Return=-172.00, Steps=66, Features = 100
36414: E[0:04:58]-R[0:01:51]: Return=-93.00, Steps=39, Features = 100
36569: E[0:04:59]-R[0:01:50]: Return=-72.00, Steps=10, Features = 100
36788: E[0:05:00]-R[0:01:48]: Return=-159.00, Steps=68, Features = 100
36898: E[0:05:02]-R[0:01:47]: Return=-70.00, Steps=10, Features = 100
37051: E[0:05:03]-R[0:01:46]: Return=5.00, Steps=19, Features = 100
37196: E[0:05:04]-R[0:01:45]: Return=-25.00, Steps=49, Features = 100
37340: E[0:05:05]-R[0:01:43]: Return=-62.00, Steps=15, Features = 100
37485: E[0:05:06]-R[0:01:42]: Return=-124.00, Steps=115, Features = 100
37718: E[0:05:08]-R[0:01:40]: Return=-238.00, Steps=196, Features = 100
37883: E[0:05:09]-R[0:01:39]: Return=-72.00, Steps=52, Features = 100
37989: E[0:05:10]-R[0:01:38]: Return=-128.00, Steps=59, Features = 100
38139: E[0:05:12]-R[0:01:37]: Return=-191.00, Steps=150, Features = 100
38273: E[0:05:13]-R[0:01:36]: Return=28.00, Steps=32, Features = 100
38431: E[0:05:14]-R[0:01:35]: Return=-211.00, Steps=91, Features = 100
38577: E[0:05:15]-R[0:01:33]: Return=15.00, Steps=34, Features = 100
38673: E[0:05:17]-R[0:01:33]: Return=28.00, Steps=39, Features = 101
38849: E[0:05:18]-R[0:01:31]: Return=-83.00, Steps=60, Features = 101
38988: E[0:05:19]-R[0:01:30]: Return=-68.00, Steps=10, Features = 101
39094: E[0:05:20]-R[0:01:29]: Return=22.00, Steps=19, Features = 101
39218: E[0:05:22]-R[0:01:28]: Return=-89.00, Steps=51, Features = 101
39353: E[0:05:23]-R[0:01:27]: Return=-94.00, Steps=71, Features = 101
39521: E[0:05:24]-R[0:01:26]: Return=-115.00, Steps=81, Features = 101
39676: E[0:05:26]-R[0:01:25]: Return=-38.00, Steps=70, Features = 101
39789: E[0:05:27]-R[0:01:24]: Return=-73.00, Steps=12, Features = 101
39927: E[0:05:28]-R[0:01:23]: Return=6.00, Steps=45, Features = 101
40000 >>> E[0:05:28]-R[0:01:22]: Return=-50.00, Steps=26, Features = 101
40162: E[0:05:29]-R[0:01:21]: Return=-82.00, Steps=22, Features = 101
40315: E[0:05:30]-R[0:01:19]: Return=19.00, Steps=14, Features = 101
40419: E[0:05:31]-R[0:01:19]: Return=1.00, Steps=21, Features = 101
40525: E[0:05:32]-R[0:01:18]: Return=-119.00, Steps=45, Features = 101
40653: E[0:05:34]-R[0:01:17]: Return=-100.00, Steps=54, Features = 101
40739: E[0:05:35]-R[0:01:16]: Return=-10.00, Steps=17, Features = 101
40960: E[0:05:36]-R[0:01:14]: Return=-149.00, Steps=134, Features = 101
41114: E[0:05:37]-R[0:01:13]: Return=-85.00, Steps=26, Features = 101
41341: E[0:05:39]-R[0:01:11]: Return=-196.00, Steps=88, Features = 101
41574: E[0:05:41]-R[0:01:09]: Return=-145.00, Steps=102, Features = 101
41682: E[0:05:42]-R[0:01:08]: Return=-73.00, Steps=71, Features = 101
41822: E[0:05:43]-R[0:01:07]: Return=-59.00, Steps=12, Features = 101
41979: E[0:05:44]-R[0:01:06]: Return=-34.00, Steps=21, Features = 102
42095: E[0:05:45]-R[0:01:05]: Return=-51.00, Steps=12, Features = 102
42200: E[0:05:46]-R[0:01:04]: Return=-60.00, Steps=21, Features = 102
42286: E[0:05:47]-R[0:01:03]: Return=-96.00, Steps=39, Features = 102
42438: E[0:05:49]-R[0:01:02]: Return=-127.00, Steps=49, Features = 102
42565: E[0:05:50]-R[0:01:01]: Return=-101.00, Steps=25, Features = 102
42718: E[0:05:51]-R[0:01:00]: Return=-117.00, Steps=41, Features = 102
42911: E[0:05:52]-R[0:00:58]: Return=-93.00, Steps=74, Features = 102
43087: E[0:05:54]-R[0:00:57]: Return=-74.00, Steps=41, Features = 102
43239: E[0:05:55]-R[0:00:55]: Return=-66.00, Steps=18, Features = 102
43371: E[0:05:56]-R[0:00:54]: Return=-69.00, Steps=25, Features = 102
43471: E[0:05:57]-R[0:00:54]: Return=-56.00, Steps=10, Features = 102
43563: E[0:05:58]-R[0:00:53]: Return=-1.00, Steps=29, Features = 102
43663: E[0:05:59]-R[0:00:52]: Return=-101.00, Steps=24, Features = 102
43794: E[0:06:00]-R[0:00:51]: Return=-36.00, Steps=34, Features = 102
43914: E[0:06:01]-R[0:00:50]: Return=-184.00, Steps=84, Features = 102
44028: E[0:06:02]-R[0:00:49]: Return=-82.00, Steps=19, Features = 102
44135: E[0:06:03]-R[0:00:48]: Return=-70.00, Steps=53, Features = 102
44296: E[0:06:04]-R[0:00:47]: Return=-81.00, Steps=26, Features = 102
44482: E[0:06:06]-R[0:00:45]: Return=-54.00, Steps=73, Features = 102
44642: E[0:06:07]-R[0:00:44]: Return=-34.00, Steps=26, Features = 102
44747: E[0:06:08]-R[0:00:43]: Return=-14.00, Steps=10, Features = 102
44897: E[0:06:09]-R[0:00:42]: Return=-40.00, Steps=24, Features = 102
45026: E[0:06:10]-R[0:00:41]: Return=-252.00, Steps=117, Features = 102
45176: E[0:06:12]-R[0:00:40]: Return=-85.00, Steps=58, Features = 102
45287: E[0:06:13]-R[0:00:39]: Return=-111.00, Steps=53, Features = 102
45414: E[0:06:15]-R[0:00:38]: Return=-35.00, Steps=39, Features = 102
45533: E[0:06:16]-R[0:00:37]: Return=7.00, Steps=73, Features = 102
