============================================================
Domain:		InvertedPendulum
Dimensions:	2
|S|:		inf
|A|:		3
|S|x|A|:		inf
Episode Cap:	100
Gamma:		0.9
============================================================
Representation:		Tabular
Discretization:		20
Starting Features:	400
Aggregated States:	400
============================================================
Agent:		SARSA
Policy:		eGreedy
Alpha_0:		0.10
============================================================
Experiment:		OnlineExperiment
Output:			Results/InvertedPendulum-SARSA-Tabular/1-1-result.txt
Max Steps: 		100000
Performance Checks:	15
200: E[0:00:01]-R[0:08:52]: Return=0.00, Steps=100, Features = 400
30400: E[0:02:44]-R[0:06:15]: Return=0.00, Steps=100, Features = 400
30600: E[0:02:45]-R[0:06:14]: Return=0.00, Steps=100, Features = 400
30900: E[0:02:46]-R[0:06:12]: Return=14.00, Steps=100, Features = 400
31100: E[0:02:47]-R[0:06:11]: Return=17.00, Steps=100, Features = 400
31300: E[0:02:49]-R[0:06:10]: Return=4.00, Steps=100, Features = 400
31500: E[0:02:50]-R[0:06:09]: Return=0.00, Steps=100, Features = 400
31700: E[0:02:51]-R[0:06:08]: Return=0.00, Steps=100, Features = 400
31900: E[0:02:52]-R[0:06:08]: Return=14.00, Steps=100, Features = 400
32100: E[0:02:53]-R[0:06:06]: Return=0.00, Steps=100, Features = 400
32300: E[0:02:54]-R[0:06:06]: Return=11.00, Steps=100, Features = 400
32500: E[0:02:56]-R[0:06:05]: Return=0.00, Steps=100, Features = 400
32700: E[0:02:57]-R[0:06:05]: Return=2.00, Steps=100, Features = 400
32900: E[0:02:59]-R[0:06:04]: Return=15.00, Steps=100, Features = 400
33100: E[0:03:00]-R[0:06:03]: Return=6.00, Steps=100, Features = 400
33300: E[0:03:01]-R[0:06:02]: Return=0.00, Steps=100, Features = 400
33330 >>> E[0:03:01]-R[0:06:03]: Return=0.00, Steps=100, Features = 400
33600: E[0:03:03]-R[0:06:01]: Return=0.00, Steps=100, Features = 400
33800: E[0:03:04]-R[0:06:00]: Return=14.00, Steps=100, Features = 400
34000: E[0:03:05]-R[0:05:59]: Return=14.00, Steps=100, Features = 400
34200: E[0:03:06]-R[0:05:58]: Return=16.00, Steps=100, Features = 400
34500: E[0:03:08]-R[0:05:56]: Return=0.00, Steps=100, Features = 400
34700: E[0:03:09]-R[0:05:55]: Return=5.00, Steps=100, Features = 400
34900: E[0:03:10]-R[0:05:54]: Return=13.00, Steps=100, Features = 400
35100: E[0:03:11]-R[0:05:54]: Return=18.00, Steps=100, Features = 400
35300: E[0:03:12]-R[0:05:53]: Return=5.00, Steps=100, Features = 400
35500: E[0:03:13]-R[0:05:51]: Return=9.00, Steps=100, Features = 400
35700: E[0:03:15]-R[0:05:51]: Return=0.00, Steps=100, Features = 400
35900: E[0:03:16]-R[0:05:50]: Return=6.00, Steps=100, Features = 400
36100: E[0:03:17]-R[0:05:49]: Return=6.00, Steps=100, Features = 400
36300: E[0:03:18]-R[0:05:48]: Return=15.00, Steps=100, Features = 400
36500: E[0:03:20]-R[0:05:48]: Return=19.00, Steps=100, Features = 400
36700: E[0:03:21]-R[0:05:47]: Return=0.00, Steps=100, Features = 400
36900: E[0:03:22]-R[0:05:46]: Return=0.00, Steps=100, Features = 400
37100: E[0:03:23]-R[0:05:45]: Return=11.00, Steps=100, Features = 400
37300: E[0:03:24]-R[0:05:44]: Return=0.00, Steps=100, Features = 400
37500: E[0:03:25]-R[0:05:42]: Return=0.00, Steps=100, Features = 400
37700: E[0:03:27]-R[0:05:41]: Return=8.00, Steps=100, Features = 400
37900: E[0:03:28]-R[0:05:40]: Return=25.00, Steps=100, Features = 400
38100: E[0:03:29]-R[0:05:40]: Return=0.00, Steps=100, Features = 400
38300: E[0:03:30]-R[0:05:39]: Return=3.00, Steps=100, Features = 400
38500: E[0:03:32]-R[0:05:39]: Return=0.00, Steps=100, Features = 400
38700: E[0:03:33]-R[0:05:38]: Return=0.00, Steps=100, Features = 400
38900: E[0:03:35]-R[0:05:37]: Return=18.00, Steps=100, Features = 400
39200: E[0:03:36]-R[0:05:35]: Return=0.00, Steps=100, Features = 400
39500: E[0:03:38]-R[0:05:33]: Return=0.00, Steps=100, Features = 400
39700: E[0:03:39]-R[0:05:32]: Return=14.00, Steps=100, Features = 400
39900: E[0:03:40]-R[0:05:31]: Return=0.00, Steps=100, Features = 400
39996 >>> E[0:03:40]-R[0:05:31]: Return=16.00, Steps=100, Features = 400
40200: E[0:03:41]-R[0:05:29]: Return=19.00, Steps=100, Features = 400
40400: E[0:03:42]-R[0:05:28]: Return=16.00, Steps=100, Features = 400
40700: E[0:03:44]-R[0:05:26]: Return=0.00, Steps=100, Features = 400
40900: E[0:03:45]-R[0:05:25]: Return=16.00, Steps=100, Features = 400
41200: E[0:03:46]-R[0:05:23]: Return=14.00, Steps=100, Features = 400
41500: E[0:03:48]-R[0:05:21]: Return=23.00, Steps=100, Features = 400
41700: E[0:03:49]-R[0:05:20]: Return=18.00, Steps=100, Features = 400
42000: E[0:03:50]-R[0:05:18]: Return=0.00, Steps=100, Features = 400
42200: E[0:03:51]-R[0:05:17]: Return=2.00, Steps=100, Features = 400
42500: E[0:03:53]-R[0:05:15]: Return=0.00, Steps=100, Features = 400
42700: E[0:03:54]-R[0:05:14]: Return=18.00, Steps=100, Features = 400
42900: E[0:03:55]-R[0:05:13]: Return=7.00, Steps=100, Features = 400
43100: E[0:03:56]-R[0:05:11]: Return=6.00, Steps=100, Features = 400
43300: E[0:03:57]-R[0:05:10]: Return=8.00, Steps=100, Features = 400
43500: E[0:03:58]-R[0:05:09]: Return=22.00, Steps=100, Features = 400
43800: E[0:03:59]-R[0:05:07]: Return=6.00, Steps=100, Features = 400
44000: E[0:04:00]-R[0:05:06]: Return=0.00, Steps=100, Features = 400
44300: E[0:04:02]-R[0:05:04]: Return=8.00, Steps=100, Features = 400
44500: E[0:04:03]-R[0:05:03]: Return=0.00, Steps=100, Features = 400
44700: E[0:04:04]-R[0:05:02]: Return=19.00, Steps=100, Features = 400
44900: E[0:04:05]-R[0:05:01]: Return=24.00, Steps=100, Features = 400
45200: E[0:04:07]-R[0:04:59]: Return=15.00, Steps=100, Features = 400
45500: E[0:04:08]-R[0:04:57]: Return=6.00, Steps=100, Features = 400
45700: E[0:04:09]-R[0:04:56]: Return=17.00, Steps=100, Features = 400
45900: E[0:04:10]-R[0:04:55]: Return=16.00, Steps=100, Features = 400
46100: E[0:04:11]-R[0:04:54]: Return=28.00, Steps=100, Features = 400
46400: E[0:04:13]-R[0:04:52]: Return=18.00, Steps=100, Features = 400
46600: E[0:04:14]-R[0:04:51]: Return=15.00, Steps=100, Features = 400
46662 >>> E[0:04:14]-R[0:04:51]: Return=21.00, Steps=100, Features = 400
46900: E[0:04:16]-R[0:04:50]: Return=8.00, Steps=100, Features = 400
47100: E[0:04:17]-R[0:04:49]: Return=0.00, Steps=100, Features = 400
47300: E[0:04:19]-R[0:04:48]: Return=5.00, Steps=100, Features = 400
47500: E[0:04:20]-R[0:04:47]: Return=20.00, Steps=100, Features = 400
47700: E[0:04:21]-R[0:04:46]: Return=17.00, Steps=100, Features = 400
47900: E[0:04:22]-R[0:04:45]: Return=13.00, Steps=100, Features = 400
48100: E[0:04:23]-R[0:04:44]: Return=20.00, Steps=100, Features = 400
48300: E[0:04:24]-R[0:04:43]: Return=16.00, Steps=100, Features = 400
48500: E[0:04:26]-R[0:04:42]: Return=15.00, Steps=100, Features = 400
48700: E[0:04:27]-R[0:04:41]: Return=18.00, Steps=100, Features = 400
48900: E[0:04:28]-R[0:04:40]: Return=18.00, Steps=100, Features = 400
49200: E[0:04:29]-R[0:04:38]: Return=23.00, Steps=100, Features = 400
49400: E[0:04:31]-R[0:04:37]: Return=12.00, Steps=100, Features = 400
49600: E[0:04:32]-R[0:04:37]: Return=18.00, Steps=100, Features = 400
49800: E[0:04:33]-R[0:04:36]: Return=16.00, Steps=100, Features = 400
50000: E[0:04:34]-R[0:04:34]: Return=9.00, Steps=100, Features = 400
50200: E[0:04:35]-R[0:04:33]: Return=5.00, Steps=100, Features = 400
50400: E[0:04:37]-R[0:04:32]: Return=22.00, Steps=100, Features = 400
50600: E[0:04:38]-R[0:04:31]: Return=14.00, Steps=100, Features = 400
50900: E[0:04:39]-R[0:04:29]: Return=8.00, Steps=100, Features = 400
51100: E[0:04:40]-R[0:04:28]: Return=8.00, Steps=100, Features = 400
51300: E[0:04:41]-R[0:04:27]: Return=18.00, Steps=100, Features = 400
51500: E[0:04:42]-R[0:04:26]: Return=16.00, Steps=100, Features = 400
51700: E[0:04:44]-R[0:04:25]: Return=23.00, Steps=100, Features = 400
51900: E[0:04:45]-R[0:04:24]: Return=15.00, Steps=100, Features = 400
52100: E[0:04:46]-R[0:04:23]: Return=3.00, Steps=100, Features = 400
52300: E[0:04:48]-R[0:04:22]: Return=0.00, Steps=100, Features = 400
52500: E[0:04:49]-R[0:04:21]: Return=1.00, Steps=100, Features = 400
52700: E[0:04:50]-R[0:04:20]: Return=14.00, Steps=100, Features = 400
53000: E[0:04:51]-R[0:04:18]: Return=8.00, Steps=100, Features = 400
53200: E[0:04:52]-R[0:04:17]: Return=0.00, Steps=100, Features = 400
53328 >>> E[0:04:53]-R[0:04:17]: Return=17.00, Steps=100, Features = 400
53600: E[0:04:55]-R[0:04:15]: Return=24.00, Steps=100, Features = 400
53800: E[0:04:56]-R[0:04:14]: Return=20.00, Steps=100, Features = 400
54000: E[0:04:57]-R[0:04:13]: Return=23.00, Steps=100, Features = 400
54200: E[0:04:58]-R[0:04:12]: Return=7.00, Steps=100, Features = 400
54400: E[0:04:59]-R[0:04:11]: Return=15.00, Steps=100, Features = 400
54600: E[0:05:00]-R[0:04:10]: Return=10.00, Steps=100, Features = 400
54800: E[0:05:01]-R[0:04:09]: Return=30.00, Steps=100, Features = 400
55000: E[0:05:02]-R[0:04:07]: Return=19.00, Steps=100, Features = 400
55200: E[0:05:03]-R[0:04:06]: Return=11.00, Steps=100, Features = 400
55400: E[0:05:04]-R[0:04:05]: Return=10.00, Steps=100, Features = 400
55600: E[0:05:05]-R[0:04:04]: Return=6.00, Steps=100, Features = 400
55800: E[0:05:06]-R[0:04:03]: Return=11.00, Steps=100, Features = 400
56100: E[0:05:08]-R[0:04:01]: Return=21.00, Steps=100, Features = 400
56400: E[0:05:09]-R[0:03:59]: Return=14.00, Steps=100, Features = 400
56600: E[0:05:10]-R[0:03:58]: Return=21.00, Steps=100, Features = 400
56800: E[0:05:11]-R[0:03:57]: Return=20.00, Steps=100, Features = 400
57000: E[0:05:12]-R[0:03:56]: Return=11.00, Steps=100, Features = 400
57200: E[0:05:13]-R[0:03:55]: Return=17.00, Steps=100, Features = 400
57400: E[0:05:14]-R[0:03:53]: Return=19.00, Steps=100, Features = 400
57600: E[0:05:15]-R[0:03:52]: Return=15.00, Steps=100, Features = 400
57900: E[0:05:17]-R[0:03:51]: Return=11.00, Steps=100, Features = 400
58100: E[0:05:19]-R[0:03:50]: Return=20.00, Steps=100, Features = 400
58300: E[0:05:20]-R[0:03:49]: Return=11.00, Steps=100, Features = 400
58500: E[0:05:21]-R[0:03:48]: Return=13.00, Steps=100, Features = 400
58700: E[0:05:22]-R[0:03:47]: Return=22.00, Steps=100, Features = 400
58900: E[0:05:23]-R[0:03:46]: Return=18.00, Steps=100, Features = 400
59100: E[0:05:24]-R[0:03:44]: Return=11.00, Steps=100, Features = 400
59300: E[0:05:25]-R[0:03:43]: Return=23.00, Steps=100, Features = 400
59600: E[0:05:27]-R[0:03:42]: Return=13.00, Steps=100, Features = 400
59800: E[0:05:28]-R[0:03:40]: Return=12.00, Steps=100, Features = 400
59994 >>> E[0:05:29]-R[0:03:40]: Return=12.00, Steps=100, Features = 400
60200: E[0:05:31]-R[0:03:39]: Return=18.00, Steps=100, Features = 400
60400: E[0:05:32]-R[0:03:37]: Return=17.00, Steps=100, Features = 400
60600: E[0:05:33]-R[0:03:36]: Return=23.00, Steps=100, Features = 400
60900: E[0:05:34]-R[0:03:34]: Return=22.00, Steps=100, Features = 400
61200: E[0:05:36]-R[0:03:33]: Return=11.00, Steps=100, Features = 400
61400: E[0:05:37]-R[0:03:32]: Return=16.00, Steps=100, Features = 400
61600: E[0:05:38]-R[0:03:30]: Return=15.00, Steps=100, Features = 400
61900: E[0:05:39]-R[0:03:29]: Return=14.00, Steps=100, Features = 400
62100: E[0:05:40]-R[0:03:28]: Return=13.00, Steps=100, Features = 400
62400: E[0:05:42]-R[0:03:26]: Return=19.00, Steps=100, Features = 400
62600: E[0:05:43]-R[0:03:25]: Return=20.00, Steps=100, Features = 400
62800: E[0:05:44]-R[0:03:24]: Return=28.00, Steps=100, Features = 400
63000: E[0:05:45]-R[0:03:23]: Return=11.00, Steps=100, Features = 400
63200: E[0:05:47]-R[0:03:22]: Return=24.00, Steps=100, Features = 400
63400: E[0:05:48]-R[0:03:21]: Return=15.00, Steps=100, Features = 400
63600: E[0:05:49]-R[0:03:20]: Return=25.00, Steps=100, Features = 400
63800: E[0:05:50]-R[0:03:18]: Return=16.00, Steps=100, Features = 400
64000: E[0:05:51]-R[0:03:17]: Return=18.00, Steps=100, Features = 400
64200: E[0:05:52]-R[0:03:16]: Return=19.00, Steps=100, Features = 400
64400: E[0:05:53]-R[0:03:15]: Return=17.00, Steps=100, Features = 400
64600: E[0:05:54]-R[0:03:14]: Return=21.00, Steps=100, Features = 400
64800: E[0:05:55]-R[0:03:13]: Return=14.00, Steps=100, Features = 400
65000: E[0:05:56]-R[0:03:12]: Return=22.00, Steps=100, Features = 400
65200: E[0:05:57]-R[0:03:11]: Return=19.00, Steps=100, Features = 400
65400: E[0:05:59]-R[0:03:10]: Return=19.00, Steps=100, Features = 400
65600: E[0:06:00]-R[0:03:09]: Return=24.00, Steps=100, Features = 400
65900: E[0:06:01]-R[0:03:07]: Return=7.00, Steps=100, Features = 400
66100: E[0:06:02]-R[0:03:06]: Return=0.00, Steps=100, Features = 400
66300: E[0:06:03]-R[0:03:05]: Return=21.00, Steps=100, Features = 400
66600: E[0:06:05]-R[0:03:03]: Return=17.00, Steps=100, Features = 400
66660 >>> E[0:06:05]-R[0:03:03]: Return=7.00, Steps=100, Features = 400
66900: E[0:06:07]-R[0:03:01]: Return=12.00, Steps=100, Features = 400
67100: E[0:06:08]-R[0:03:00]: Return=24.00, Steps=100, Features = 400
67400: E[0:06:09]-R[0:02:59]: Return=20.00, Steps=100, Features = 400
67800: E[0:06:11]-R[0:02:56]: Return=17.00, Steps=100, Features = 400
68100: E[0:06:12]-R[0:02:54]: Return=26.00, Steps=100, Features = 400
68300: E[0:06:13]-R[0:02:53]: Return=2.00, Steps=100, Features = 400
68600: E[0:06:15]-R[0:02:52]: Return=11.00, Steps=100, Features = 400
68900: E[0:06:16]-R[0:02:50]: Return=17.00, Steps=100, Features = 400
69100: E[0:06:17]-R[0:02:49]: Return=25.00, Steps=100, Features = 400
69300: E[0:06:18]-R[0:02:48]: Return=17.00, Steps=100, Features = 400
69500: E[0:06:19]-R[0:02:46]: Return=12.00, Steps=100, Features = 400
69700: E[0:06:20]-R[0:02:45]: Return=14.00, Steps=100, Features = 400
69900: E[0:06:21]-R[0:02:44]: Return=15.00, Steps=100, Features = 400
70100: E[0:06:22]-R[0:02:43]: Return=21.00, Steps=100, Features = 400
70300: E[0:06:23]-R[0:02:42]: Return=18.00, Steps=100, Features = 400
70600: E[0:06:25]-R[0:02:40]: Return=21.00, Steps=100, Features = 400
70900: E[0:06:26]-R[0:02:39]: Return=23.00, Steps=100, Features = 400
71200: E[0:06:28]-R[0:02:37]: Return=19.00, Steps=100, Features = 400
71400: E[0:06:29]-R[0:02:36]: Return=28.00, Steps=100, Features = 400
71700: E[0:06:30]-R[0:02:34]: Return=22.00, Steps=100, Features = 400
72000: E[0:06:32]-R[0:02:32]: Return=25.00, Steps=100, Features = 400
72300: E[0:06:33]-R[0:02:31]: Return=32.00, Steps=100, Features = 400
72600: E[0:06:35]-R[0:02:29]: Return=15.00, Steps=100, Features = 400
72800: E[0:06:36]-R[0:02:28]: Return=20.00, Steps=100, Features = 400
73100: E[0:06:37]-R[0:02:26]: Return=16.00, Steps=100, Features = 400
73326 >>> E[0:06:39]-R[0:02:25]: Return=11.00, Steps=100, Features = 400
73600: E[0:06:40]-R[0:02:24]: Return=23.00, Steps=100, Features = 400
73900: E[0:06:42]-R[0:02:22]: Return=14.00, Steps=100, Features = 400
74100: E[0:06:43]-R[0:02:21]: Return=25.00, Steps=100, Features = 400
74400: E[0:06:44]-R[0:02:19]: Return=24.00, Steps=100, Features = 400
74700: E[0:06:46]-R[0:02:17]: Return=26.00, Steps=100, Features = 400
75000: E[0:06:47]-R[0:02:16]: Return=16.00, Steps=100, Features = 400
75200: E[0:06:48]-R[0:02:15]: Return=17.00, Steps=100, Features = 400
75400: E[0:06:49]-R[0:02:14]: Return=13.00, Steps=100, Features = 400
75700: E[0:06:51]-R[0:02:12]: Return=29.00, Steps=100, Features = 400
75900: E[0:06:52]-R[0:02:11]: Return=19.00, Steps=100, Features = 400
