============================================================
Domain:		InvertedPendulum
Dimensions:	2
|S|:		inf
|A|:		3
|S|x|A|:		inf
Episode Cap:	100
Gamma:		0.9
============================================================
Representation:		Tabular
Discretization:		20
Starting Features:	400
Aggregated States:	400
============================================================
Agent:		SARSA
Policy:		eGreedy
Alpha_0:		0.10
============================================================
Experiment:		OnlineExperiment
Output:			Results/InvertedPendulum-SARSA-Tabular/2-2-result.txt
Max Steps: 		100000
Performance Checks:	15
200: E[0:00:01]-R[0:08:59]: Return=0.00, Steps=100, Features = 400
17100: E[0:01:27]-R[0:07:03]: Return=0.00, Steps=100, Features = 400
17300: E[0:01:28]-R[0:07:02]: Return=0.00, Steps=100, Features = 400
17500: E[0:01:29]-R[0:07:01]: Return=0.00, Steps=100, Features = 400
17800: E[0:01:31]-R[0:07:00]: Return=0.00, Steps=100, Features = 400
18000: E[0:01:32]-R[0:06:59]: Return=0.00, Steps=100, Features = 400
18300: E[0:01:33]-R[0:06:57]: Return=0.00, Steps=100, Features = 400
18600: E[0:01:35]-R[0:06:55]: Return=0.00, Steps=100, Features = 400
18800: E[0:01:36]-R[0:06:54]: Return=0.00, Steps=100, Features = 400
19000: E[0:01:37]-R[0:06:53]: Return=0.00, Steps=100, Features = 400
19200: E[0:01:38]-R[0:06:52]: Return=0.00, Steps=100, Features = 400
19400: E[0:01:39]-R[0:06:51]: Return=0.00, Steps=100, Features = 400
19700: E[0:01:40]-R[0:06:49]: Return=0.00, Steps=100, Features = 400
19900: E[0:01:41]-R[0:06:48]: Return=0.00, Steps=100, Features = 400
19998 >>> E[0:01:42]-R[0:06:49]: Return=0.00, Steps=100, Features = 400
20200: E[0:01:43]-R[0:06:48]: Return=0.00, Steps=100, Features = 400
20400: E[0:01:44]-R[0:06:47]: Return=0.00, Steps=100, Features = 400
20700: E[0:01:46]-R[0:06:45]: Return=0.00, Steps=100, Features = 400
21000: E[0:01:47]-R[0:06:44]: Return=0.00, Steps=100, Features = 400
21200: E[0:01:48]-R[0:06:42]: Return=0.00, Steps=100, Features = 400
21400: E[0:01:49]-R[0:06:42]: Return=0.00, Steps=100, Features = 400
21600: E[0:01:51]-R[0:06:42]: Return=0.00, Steps=100, Features = 400
21800: E[0:01:52]-R[0:06:42]: Return=0.00, Steps=100, Features = 400
22000: E[0:01:53]-R[0:06:42]: Return=0.00, Steps=100, Features = 400
22200: E[0:01:55]-R[0:06:42]: Return=0.00, Steps=100, Features = 400
22400: E[0:01:56]-R[0:06:42]: Return=0.00, Steps=100, Features = 400
22600: E[0:01:57]-R[0:06:41]: Return=0.00, Steps=100, Features = 400
22800: E[0:01:58]-R[0:06:40]: Return=0.00, Steps=100, Features = 400
23000: E[0:01:59]-R[0:06:39]: Return=0.00, Steps=100, Features = 400
23200: E[0:02:00]-R[0:06:38]: Return=0.00, Steps=100, Features = 400
23400: E[0:02:02]-R[0:06:38]: Return=0.00, Steps=100, Features = 400
23700: E[0:02:03]-R[0:06:35]: Return=0.00, Steps=100, Features = 400
23900: E[0:02:04]-R[0:06:34]: Return=0.00, Steps=100, Features = 400
24100: E[0:02:05]-R[0:06:35]: Return=0.00, Steps=100, Features = 400
24300: E[0:02:07]-R[0:06:35]: Return=0.00, Steps=100, Features = 400
24500: E[0:02:08]-R[0:06:35]: Return=0.00, Steps=100, Features = 400
24700: E[0:02:09]-R[0:06:35]: Return=0.00, Steps=100, Features = 400
25000: E[0:02:11]-R[0:06:32]: Return=0.00, Steps=100, Features = 400
25300: E[0:02:12]-R[0:06:30]: Return=0.00, Steps=100, Features = 400
25500: E[0:02:13]-R[0:06:29]: Return=0.00, Steps=100, Features = 400
25700: E[0:02:14]-R[0:06:28]: Return=0.00, Steps=100, Features = 400
25900: E[0:02:15]-R[0:06:27]: Return=0.00, Steps=100, Features = 400
26100: E[0:02:16]-R[0:06:26]: Return=0.00, Steps=100, Features = 400
26300: E[0:02:17]-R[0:06:25]: Return=0.00, Steps=100, Features = 400
26500: E[0:02:19]-R[0:06:24]: Return=0.00, Steps=100, Features = 400
26664 >>> E[0:02:20]-R[0:06:25]: Return=0.00, Steps=100, Features = 400
26900: E[0:02:21]-R[0:06:23]: Return=0.00, Steps=100, Features = 400
27100: E[0:02:22]-R[0:06:22]: Return=0.00, Steps=100, Features = 400
27300: E[0:02:23]-R[0:06:22]: Return=0.00, Steps=100, Features = 400
27500: E[0:02:25]-R[0:06:22]: Return=0.00, Steps=100, Features = 400
27700: E[0:02:26]-R[0:06:21]: Return=0.00, Steps=100, Features = 400
27900: E[0:02:27]-R[0:06:20]: Return=0.00, Steps=100, Features = 400
28000: E[0:02:28]-R[0:06:21]: Return=0.00, Steps=100, Features = 400
28200: E[0:02:29]-R[0:06:20]: Return=3.00, Steps=100, Features = 400
28400: E[0:02:31]-R[0:06:20]: Return=0.00, Steps=100, Features = 400
28600: E[0:02:32]-R[0:06:19]: Return=0.00, Steps=100, Features = 400
28800: E[0:02:33]-R[0:06:18]: Return=0.00, Steps=100, Features = 400
29000: E[0:02:34]-R[0:06:18]: Return=0.00, Steps=100, Features = 400
29300: E[0:02:36]-R[0:06:16]: Return=0.00, Steps=100, Features = 400
29500: E[0:02:37]-R[0:06:15]: Return=0.00, Steps=100, Features = 400
29700: E[0:02:38]-R[0:06:14]: Return=0.00, Steps=100, Features = 400
29900: E[0:02:39]-R[0:06:13]: Return=0.00, Steps=100, Features = 400
30200: E[0:02:41]-R[0:06:12]: Return=0.00, Steps=100, Features = 400
30400: E[0:02:42]-R[0:06:11]: Return=4.00, Steps=100, Features = 400
30600: E[0:02:43]-R[0:06:10]: Return=0.00, Steps=100, Features = 400
30800: E[0:02:44]-R[0:06:09]: Return=0.00, Steps=100, Features = 400
31200: E[0:02:45]-R[0:06:05]: Return=0.00, Steps=100, Features = 400
31400: E[0:02:46]-R[0:06:04]: Return=0.00, Steps=100, Features = 400
31700: E[0:02:48]-R[0:06:01]: Return=0.00, Steps=100, Features = 400
31900: E[0:02:49]-R[0:06:00]: Return=0.00, Steps=100, Features = 400
32100: E[0:02:50]-R[0:05:59]: Return=0.00, Steps=100, Features = 400
32300: E[0:02:51]-R[0:05:59]: Return=0.00, Steps=100, Features = 400
32500: E[0:02:52]-R[0:05:58]: Return=0.00, Steps=100, Features = 400
32700: E[0:02:54]-R[0:05:57]: Return=0.00, Steps=100, Features = 400
32900: E[0:02:55]-R[0:05:57]: Return=0.00, Steps=100, Features = 400
33100: E[0:02:56]-R[0:05:56]: Return=0.00, Steps=100, Features = 400
33300: E[0:02:58]-R[0:05:56]: Return=0.00, Steps=100, Features = 400
33330 >>> E[0:02:58]-R[0:05:57]: Return=0.00, Steps=100, Features = 400
33600: E[0:03:00]-R[0:05:56]: Return=6.00, Steps=100, Features = 400
33800: E[0:03:01]-R[0:05:55]: Return=0.00, Steps=100, Features = 400
34100: E[0:03:03]-R[0:05:53]: Return=0.00, Steps=100, Features = 400
34300: E[0:03:04]-R[0:05:53]: Return=0.00, Steps=100, Features = 400
34500: E[0:03:05]-R[0:05:52]: Return=0.00, Steps=100, Features = 400
34700: E[0:03:06]-R[0:05:51]: Return=0.00, Steps=100, Features = 400
35000: E[0:03:08]-R[0:05:49]: Return=0.00, Steps=100, Features = 400
35200: E[0:03:09]-R[0:05:49]: Return=0.00, Steps=100, Features = 400
35400: E[0:03:11]-R[0:05:48]: Return=0.00, Steps=100, Features = 400
35600: E[0:03:12]-R[0:05:47]: Return=0.00, Steps=100, Features = 400
35800: E[0:03:13]-R[0:05:46]: Return=0.00, Steps=100, Features = 400
36000: E[0:03:14]-R[0:05:45]: Return=0.00, Steps=100, Features = 400
36200: E[0:03:16]-R[0:05:45]: Return=0.00, Steps=100, Features = 400
36400: E[0:03:17]-R[0:05:44]: Return=0.00, Steps=100, Features = 400
36600: E[0:03:18]-R[0:05:42]: Return=0.00, Steps=100, Features = 400
36800: E[0:03:19]-R[0:05:41]: Return=0.00, Steps=100, Features = 400
37000: E[0:03:20]-R[0:05:40]: Return=0.00, Steps=100, Features = 400
37200: E[0:03:21]-R[0:05:39]: Return=0.00, Steps=100, Features = 400
37400: E[0:03:22]-R[0:05:38]: Return=0.00, Steps=100, Features = 400
37600: E[0:03:23]-R[0:05:38]: Return=0.00, Steps=100, Features = 400
37800: E[0:03:24]-R[0:05:37]: Return=0.00, Steps=100, Features = 400
38000: E[0:03:26]-R[0:05:35]: Return=0.00, Steps=100, Features = 400
38200: E[0:03:27]-R[0:05:34]: Return=0.00, Steps=100, Features = 400
38400: E[0:03:28]-R[0:05:33]: Return=0.00, Steps=100, Features = 400
38600: E[0:03:29]-R[0:05:33]: Return=0.00, Steps=100, Features = 400
38800: E[0:03:31]-R[0:05:32]: Return=0.00, Steps=100, Features = 400
39000: E[0:03:32]-R[0:05:32]: Return=0.00, Steps=100, Features = 400
39200: E[0:03:33]-R[0:05:31]: Return=0.00, Steps=100, Features = 400
39400: E[0:03:35]-R[0:05:30]: Return=0.00, Steps=100, Features = 400
39700: E[0:03:36]-R[0:05:28]: Return=0.00, Steps=100, Features = 400
39900: E[0:03:37]-R[0:05:27]: Return=0.00, Steps=100, Features = 400
39996 >>> E[0:03:38]-R[0:05:27]: Return=0.00, Steps=100, Features = 400
40200: E[0:03:39]-R[0:05:26]: Return=0.00, Steps=100, Features = 400
40400: E[0:03:40]-R[0:05:25]: Return=0.00, Steps=100, Features = 400
40700: E[0:03:42]-R[0:05:23]: Return=0.00, Steps=100, Features = 400
40900: E[0:03:43]-R[0:05:22]: Return=0.00, Steps=100, Features = 400
41200: E[0:03:44]-R[0:05:20]: Return=0.00, Steps=100, Features = 400
41400: E[0:03:45]-R[0:05:19]: Return=0.00, Steps=100, Features = 400
41600: E[0:03:46]-R[0:05:17]: Return=0.00, Steps=100, Features = 400
41800: E[0:03:47]-R[0:05:16]: Return=0.00, Steps=100, Features = 400
42000: E[0:03:48]-R[0:05:15]: Return=0.00, Steps=100, Features = 400
42200: E[0:03:49]-R[0:05:14]: Return=0.00, Steps=100, Features = 400
42400: E[0:03:50]-R[0:05:13]: Return=0.00, Steps=100, Features = 400
42700: E[0:03:52]-R[0:05:11]: Return=0.00, Steps=100, Features = 400
42900: E[0:03:53]-R[0:05:10]: Return=0.00, Steps=100, Features = 400
43200: E[0:03:54]-R[0:05:08]: Return=0.00, Steps=100, Features = 400
43400: E[0:03:55]-R[0:05:07]: Return=0.00, Steps=100, Features = 400
43700: E[0:03:57]-R[0:05:05]: Return=0.00, Steps=100, Features = 400
43900: E[0:03:58]-R[0:05:04]: Return=0.00, Steps=100, Features = 400
44200: E[0:03:59]-R[0:05:02]: Return=0.00, Steps=100, Features = 400
44400: E[0:04:00]-R[0:05:01]: Return=5.00, Steps=100, Features = 400
44700: E[0:04:02]-R[0:04:59]: Return=0.00, Steps=100, Features = 400
44900: E[0:04:03]-R[0:04:58]: Return=0.00, Steps=100, Features = 400
45200: E[0:04:04]-R[0:04:56]: Return=0.00, Steps=100, Features = 400
45400: E[0:04:05]-R[0:04:55]: Return=0.00, Steps=100, Features = 400
45600: E[0:04:06]-R[0:04:53]: Return=0.00, Steps=100, Features = 400
45800: E[0:04:07]-R[0:04:52]: Return=0.00, Steps=100, Features = 400
46000: E[0:04:08]-R[0:04:51]: Return=0.00, Steps=100, Features = 400
46200: E[0:04:09]-R[0:04:50]: Return=5.00, Steps=100, Features = 400
46500: E[0:04:11]-R[0:04:48]: Return=9.00, Steps=100, Features = 400
46662 >>> E[0:04:12]-R[0:04:48]: Return=0.00, Steps=100, Features = 400
46900: E[0:04:13]-R[0:04:46]: Return=0.00, Steps=100, Features = 400
47100: E[0:04:14]-R[0:04:45]: Return=0.00, Steps=100, Features = 400
47300: E[0:04:15]-R[0:04:44]: Return=0.00, Steps=100, Features = 400
47400: E[0:04:16]-R[0:04:44]: Return=0.00, Steps=100, Features = 400
47600: E[0:04:17]-R[0:04:43]: Return=0.00, Steps=100, Features = 400
47800: E[0:04:19]-R[0:04:42]: Return=0.00, Steps=100, Features = 400
48000: E[0:04:20]-R[0:04:42]: Return=0.00, Steps=100, Features = 400
48200: E[0:04:21]-R[0:04:40]: Return=0.00, Steps=100, Features = 400
48400: E[0:04:22]-R[0:04:39]: Return=0.00, Steps=100, Features = 400
48600: E[0:04:23]-R[0:04:38]: Return=0.00, Steps=100, Features = 400
48800: E[0:04:24]-R[0:04:37]: Return=0.00, Steps=100, Features = 400
49000: E[0:04:26]-R[0:04:36]: Return=0.00, Steps=100, Features = 400
49200: E[0:04:27]-R[0:04:36]: Return=0.00, Steps=100, Features = 400
49400: E[0:04:28]-R[0:04:35]: Return=0.00, Steps=100, Features = 400
49600: E[0:04:30]-R[0:04:34]: Return=0.00, Steps=100, Features = 400
49800: E[0:04:31]-R[0:04:33]: Return=0.00, Steps=100, Features = 400
50000: E[0:04:32]-R[0:04:32]: Return=0.00, Steps=100, Features = 400
50200: E[0:04:33]-R[0:04:31]: Return=0.00, Steps=100, Features = 400
50500: E[0:04:35]-R[0:04:30]: Return=4.00, Steps=100, Features = 400
50700: E[0:04:36]-R[0:04:28]: Return=0.00, Steps=100, Features = 400
50900: E[0:04:37]-R[0:04:27]: Return=0.00, Steps=100, Features = 400
51200: E[0:04:39]-R[0:04:26]: Return=0.00, Steps=100, Features = 400
51400: E[0:04:40]-R[0:04:24]: Return=2.00, Steps=100, Features = 400
51600: E[0:04:41]-R[0:04:23]: Return=0.00, Steps=100, Features = 400
51800: E[0:04:42]-R[0:04:22]: Return=0.00, Steps=100, Features = 400
52000: E[0:04:43]-R[0:04:21]: Return=3.00, Steps=100, Features = 400
52200: E[0:04:44]-R[0:04:20]: Return=0.00, Steps=100, Features = 400
52400: E[0:04:45]-R[0:04:19]: Return=0.00, Steps=100, Features = 400
52600: E[0:04:47]-R[0:04:18]: Return=0.00, Steps=100, Features = 400
52800: E[0:04:48]-R[0:04:17]: Return=0.00, Steps=100, Features = 400
53000: E[0:04:49]-R[0:04:16]: Return=0.00, Steps=100, Features = 400
53300: E[0:04:51]-R[0:04:15]: Return=10.00, Steps=100, Features = 400
53328 >>> E[0:04:51]-R[0:04:15]: Return=0.00, Steps=100, Features = 400
53600: E[0:04:52]-R[0:04:13]: Return=5.00, Steps=100, Features = 400
53800: E[0:04:54]-R[0:04:12]: Return=0.00, Steps=100, Features = 400
54000: E[0:04:55]-R[0:04:11]: Return=0.00, Steps=100, Features = 400
54200: E[0:04:56]-R[0:04:10]: Return=4.00, Steps=100, Features = 400
54400: E[0:04:57]-R[0:04:09]: Return=0.00, Steps=100, Features = 400
54600: E[0:04:59]-R[0:04:08]: Return=0.00, Steps=100, Features = 400
54800: E[0:05:00]-R[0:04:07]: Return=0.00, Steps=100, Features = 400
55000: E[0:05:01]-R[0:04:06]: Return=0.00, Steps=100, Features = 400
55200: E[0:05:02]-R[0:04:05]: Return=0.00, Steps=100, Features = 400
55400: E[0:05:03]-R[0:04:04]: Return=0.00, Steps=100, Features = 400
55600: E[0:05:04]-R[0:04:03]: Return=0.00, Steps=100, Features = 400
55900: E[0:05:05]-R[0:04:01]: Return=0.00, Steps=100, Features = 400
56100: E[0:05:06]-R[0:04:00]: Return=0.00, Steps=100, Features = 400
56300: E[0:05:07]-R[0:03:59]: Return=0.00, Steps=100, Features = 400
56600: E[0:05:09]-R[0:03:57]: Return=0.00, Steps=100, Features = 400
56900: E[0:05:10]-R[0:03:55]: Return=0.00, Steps=100, Features = 400
57200: E[0:05:12]-R[0:03:53]: Return=0.00, Steps=100, Features = 400
57400: E[0:05:13]-R[0:03:52]: Return=5.00, Steps=100, Features = 400
57600: E[0:05:14]-R[0:03:51]: Return=4.00, Steps=100, Features = 400
57800: E[0:05:15]-R[0:03:50]: Return=5.00, Steps=100, Features = 400
58000: E[0:05:16]-R[0:03:49]: Return=2.00, Steps=100, Features = 400
58200: E[0:05:17]-R[0:03:48]: Return=0.00, Steps=100, Features = 400
58400: E[0:05:18]-R[0:03:46]: Return=0.00, Steps=100, Features = 400
58600: E[0:05:19]-R[0:03:45]: Return=0.00, Steps=100, Features = 400
58800: E[0:05:20]-R[0:03:44]: Return=0.00, Steps=100, Features = 400
59000: E[0:05:21]-R[0:03:43]: Return=0.00, Steps=100, Features = 400
59200: E[0:05:22]-R[0:03:42]: Return=0.00, Steps=100, Features = 400
59500: E[0:05:24]-R[0:03:41]: Return=0.00, Steps=100, Features = 400
59700: E[0:05:25]-R[0:03:39]: Return=0.00, Steps=100, Features = 400
59994 >>> E[0:05:27]-R[0:03:38]: Return=3.00, Steps=100, Features = 400
60200: E[0:05:28]-R[0:03:37]: Return=0.00, Steps=100, Features = 400
60400: E[0:05:29]-R[0:03:36]: Return=0.00, Steps=100, Features = 400
60600: E[0:05:30]-R[0:03:34]: Return=0.00, Steps=100, Features = 400
60800: E[0:05:31]-R[0:03:33]: Return=0.00, Steps=100, Features = 400
61000: E[0:05:32]-R[0:03:32]: Return=0.00, Steps=100, Features = 400
61200: E[0:05:33]-R[0:03:31]: Return=7.00, Steps=100, Features = 400
61400: E[0:05:34]-R[0:03:30]: Return=0.00, Steps=100, Features = 400
61700: E[0:05:35]-R[0:03:28]: Return=0.00, Steps=100, Features = 400
61900: E[0:05:36]-R[0:03:27]: Return=0.00, Steps=100, Features = 400
62200: E[0:05:38]-R[0:03:25]: Return=3.00, Steps=100, Features = 400
62400: E[0:05:39]-R[0:03:24]: Return=3.00, Steps=100, Features = 400
62600: E[0:05:40]-R[0:03:23]: Return=3.00, Steps=100, Features = 400
62800: E[0:05:41]-R[0:03:22]: Return=0.00, Steps=100, Features = 400
63100: E[0:05:42]-R[0:03:20]: Return=0.00, Steps=100, Features = 400
63300: E[0:05:44]-R[0:03:19]: Return=0.00, Steps=100, Features = 400
63500: E[0:05:45]-R[0:03:18]: Return=0.00, Steps=100, Features = 400
63700: E[0:05:46]-R[0:03:17]: Return=0.00, Steps=100, Features = 400
63900: E[0:05:48]-R[0:03:16]: Return=0.00, Steps=100, Features = 400
64200: E[0:05:49]-R[0:03:15]: Return=0.00, Steps=100, Features = 400
64400: E[0:05:50]-R[0:03:14]: Return=0.00, Steps=100, Features = 400
64600: E[0:05:52]-R[0:03:13]: Return=4.00, Steps=100, Features = 400
64800: E[0:05:53]-R[0:03:12]: Return=3.00, Steps=100, Features = 400
65000: E[0:05:54]-R[0:03:11]: Return=0.00, Steps=100, Features = 400
65300: E[0:05:55]-R[0:03:09]: Return=0.00, Steps=100, Features = 400
65500: E[0:05:56]-R[0:03:08]: Return=0.00, Steps=100, Features = 400
65700: E[0:05:58]-R[0:03:07]: Return=4.00, Steps=100, Features = 400
65900: E[0:05:59]-R[0:03:06]: Return=0.00, Steps=100, Features = 400
66100: E[0:06:00]-R[0:03:05]: Return=0.00, Steps=100, Features = 400
66300: E[0:06:01]-R[0:03:04]: Return=0.00, Steps=100, Features = 400
66500: E[0:06:02]-R[0:03:03]: Return=0.00, Steps=100, Features = 400
66660 >>> E[0:06:04]-R[0:03:02]: Return=3.00, Steps=100, Features = 400
66900: E[0:06:05]-R[0:03:01]: Return=0.00, Steps=100, Features = 400
67200: E[0:06:06]-R[0:02:59]: Return=0.00, Steps=100, Features = 400
67500: E[0:06:08]-R[0:02:57]: Return=0.00, Steps=100, Features = 400
67700: E[0:06:09]-R[0:02:56]: Return=4.00, Steps=100, Features = 400
67900: E[0:06:10]-R[0:02:55]: Return=0.00, Steps=100, Features = 400
68100: E[0:06:11]-R[0:02:54]: Return=2.00, Steps=100, Features = 400
68400: E[0:06:13]-R[0:02:52]: Return=0.00, Steps=100, Features = 400
68600: E[0:06:14]-R[0:02:51]: Return=2.00, Steps=100, Features = 400
68800: E[0:06:15]-R[0:02:50]: Return=6.00, Steps=100, Features = 400
69000: E[0:06:16]-R[0:02:49]: Return=0.00, Steps=100, Features = 400
69200: E[0:06:17]-R[0:02:48]: Return=0.00, Steps=100, Features = 400
69500: E[0:06:18]-R[0:02:46]: Return=0.00, Steps=100, Features = 400
69700: E[0:06:19]-R[0:02:45]: Return=5.00, Steps=100, Features = 400
70000: E[0:06:21]-R[0:02:43]: Return=0.00, Steps=100, Features = 400
70200: E[0:06:22]-R[0:02:42]: Return=0.00, Steps=100, Features = 400
70400: E[0:06:23]-R[0:02:41]: Return=0.00, Steps=100, Features = 400
70700: E[0:06:24]-R[0:02:39]: Return=0.00, Steps=100, Features = 400
70900: E[0:06:25]-R[0:02:38]: Return=0.00, Steps=100, Features = 400
71100: E[0:06:26]-R[0:02:37]: Return=0.00, Steps=100, Features = 400
71300: E[0:06:27]-R[0:02:36]: Return=0.00, Steps=100, Features = 400
71500: E[0:06:28]-R[0:02:35]: Return=0.00, Steps=100, Features = 400
71700: E[0:06:29]-R[0:02:34]: Return=0.00, Steps=100, Features = 400
72000: E[0:06:31]-R[0:02:32]: Return=0.00, Steps=100, Features = 400
72300: E[0:06:32]-R[0:02:30]: Return=0.00, Steps=100, Features = 400
72500: E[0:06:33]-R[0:02:29]: Return=0.00, Steps=100, Features = 400
72800: E[0:06:35]-R[0:02:27]: Return=0.00, Steps=100, Features = 400
73100: E[0:06:36]-R[0:02:26]: Return=0.00, Steps=100, Features = 400
73300: E[0:06:37]-R[0:02:25]: Return=0.00, Steps=100, Features = 400
73326 >>> E[0:06:38]-R[0:02:25]: Return=0.00, Steps=100, Features = 400
73600: E[0:06:39]-R[0:02:23]: Return=0.00, Steps=100, Features = 400
73800: E[0:06:40]-R[0:02:22]: Return=13.00, Steps=100, Features = 400
74000: E[0:06:41]-R[0:02:21]: Return=11.00, Steps=100, Features = 400
74300: E[0:06:43]-R[0:02:19]: Return=4.00, Steps=100, Features = 400
